Date,Open,High,Low,Close,Adj_Close,Volume,FilterYear,Year
12/1/79,15.565249,16.162764,15.117113,15.385994,4.593478,27754146,0,1979
1/1/80,15.057361,17.208412,14.639101,16.40177,4.89674,51914654,0,1980
2/1/80,16.40177,16.849903,14.818356,15.176864,4.531045,41714062,1,1980
3/1/80,15.176864,15.176864,12.27892,13.32457,4.027793,51901683,0,1980
4/1/80,13.32457,13.384321,12.039914,13.11544,3.964577,58338768,0,1980
5/1/80,13.11544,13.5337,12.428298,13.234943,4.000702,41834141,0,1980
6/1/80,13.234943,14.429971,13.205067,14.041587,4.311804,44183877,0,1980
7/1/80,14.041587,15.804254,13.95196,15.595124,4.788856,43042898,0,1980
8/1/80,15.595124,16.521273,15.296367,15.654876,4.807201,39763901,0,1980
9/1/80,15.654876,16.491396,15.146989,15.326243,4.768785,46226508,0,1980
10/1/80,15.326243,17.088909,15.20674,15.923757,4.9547,58178517,0,1980
11/1/80,15.953633,17.387667,15.83413,16.282267,5.066249,48196331,0,1980
12/1/80,16.25239,16.610899,15.117113,16.222513,5.112797,49275384,0,1980
1/1/81,16.222513,17.088909,15.296367,15.385994,4.849154,46493445,0,1981
2/1/81,15.385994,15.505497,14.400096,15.356119,4.839741,33156945,1,1981
3/1/81,15.356119,15.595124,14.668977,14.907983,4.761998,45034066,0,1981
4/1/81,14.907983,15.146989,14.011711,14.011711,4.475704,67447755,0,1981
5/1/81,14.011711,14.190966,13.175191,14.041587,4.485249,48817659,0,1981
6/1/81,14.280593,14.519598,13.653203,13.832457,4.485094,46948246,0,1981
7/1/81,13.832457,13.832457,13.055688,13.414197,4.349477,34799164,0,1981
8/1/81,13.414197,14.071463,13.145315,13.175191,4.271976,34838912,0,1981
9/1/81,13.175191,13.563576,12.48805,12.936185,4.2572,42054219,0,1981
10/1/81,12.936185,13.444073,11.561902,12.308795,4.050731,54799520,0,1981
11/1/81,12.428298,13.025813,11.920411,13.025813,4.286695,46824817,0,1981
12/1/81,13.025813,13.772706,12.667304,13.593451,4.547286,50008424,0,1981
1/1/82,13.772706,15.475621,13.294694,15.20674,5.086965,77824074,0,1982
2/1/82,15.057361,15.296367,14.280593,14.78848,4.947047,53805402,1,1982
3/1/82,14.848231,14.99761,13.653203,14.280593,4.84353,70888257,0,1982
4/1/82,14.459847,15.804254,14.310468,15.356119,5.208316,64752003,0,1982
5/1/82,15.385994,15.595124,14.639101,14.698853,4.985392,44245383,0,1982
6/1/82,14.728728,14.848231,13.74283,14.489723,4.98023,62544939,0,1982
7/1/82,14.489723,16.40177,14.190966,15.684751,5.390965,81169179,0,1982
8/1/82,15.923757,16.969406,14.848231,16.849903,5.791439,90307876,0,1982
9/1/82,16.790154,18.55282,16.581022,17.537046,6.107655,92468909,0,1982
10/1/82,17.686424,20.255735,17.50717,19.090584,6.648715,94660071,0,1982
11/1/82,19.239962,20.673996,19.000956,20.673996,7.200168,76422850,0,1982
12/1/82,20.853251,23.422562,20.58437,23.004301,8.093393,91153462,0,1982
1/1/83,22.645794,24.079828,22.048279,23.631693,8.314116,87056069,0,1983
2/1/83,23.452438,24.259083,22.436663,23.661568,8.324627,71360212,1,1983
3/1/83,24.079828,25.065727,23.571941,24.318834,8.633209,74034625,0,1983
4/1/83,24.288958,28.202677,24.169455,27.963671,9.927128,76046293,0,1983
5/1/83,27.724665,28.32218,26.230881,26.589388,9.43926,58215759,0,1983
6/1/83,26.589388,29.756214,26.350382,28.74044,10.286767,67892931,0,1983
7/1/83,28.830067,30.353727,28.352055,28.770315,10.297464,68496682,0,1983
8/1/83,28.74044,29.57696,27.54541,28.561186,10.22261,72151405,0,1983
9/1/83,28.591061,30.951242,28.232553,30.323853,10.939213,76070140,0,1983
10/1/83,30.234226,32.086521,29.99522,30.293978,10.928436,104208793,0,1983
11/1/83,30.413481,30.532984,28.053299,28.053299,10.120119,93272655,0,1983
12/1/83,28.142925,29.84584,27.993547,29.158701,10.598322,80013142,0,1983
1/1/84,29.218451,29.875717,26.91802,27.276529,9.914207,120578696,0,1984
2/1/84,27.306404,27.396032,25.454111,26.350382,9.577579,116962047,1,1984
3/1/84,26.230881,27.664913,25.483988,27.216778,9.975348,99818109,0,1984
4/1/84,27.306404,27.396032,25.693117,27.186901,9.964393,94881406,0,1984
5/1/84,27.246655,28.023422,25.244982,25.752869,9.4388,93068897,0,1984
6/1/84,25.752869,26.111378,23.661568,25.274857,9.340346,121849377,0,1984
7/1/84,25.274857,26.499762,24.856598,26.44001,9.770928,75396519,0,1984
8/1/84,26.529636,30.293978,26.499762,29.57696,10.930196,128985607,0,1984
9/1/84,29.397705,30.712236,28.889818,29.696463,11.07482,82767469,0,1984
10/1/84,29.57696,30.532984,28.381931,29.786091,11.108254,93240022,0,1984
11/1/84,30.054972,30.532984,28.561186,29.098948,10.947001,91481069,0,1984
12/1/84,28.979446,29.756214,27.724665,29.427582,11.070625,92919527,0,1984
1/1/85,29.248327,32.893166,28.441683,32.594406,12.261982,136433964,0,1985
2/1/85,32.415154,33.042542,31.25,32.026768,12.048442,96150413,1,1985
3/1/85,32.146271,32.684032,29.666588,30.353727,11.511808,107717498,0,1985
4/1/85,30.353727,31.160374,29.606836,30.234226,11.466488,82017278,0,1985
5/1/85,30.20435,31.847513,29.786091,30.742113,11.659108,104211307,0,1985
6/1/85,30.921368,31.220123,28.053299,29.57696,11.316511,124352246,0,1985
7/1/85,29.57696,31.668261,28.680689,31.39938,12.013783,116112695,0,1985
8/1/85,31.489006,31.72801,29.99522,30.264101,11.579417,71233855,0,1985
9/1/85,30.264101,31.190248,29.218451,29.606836,11.425174,96572577,0,1985
10/1/85,29.636711,31.39938,29.36783,31.040871,11.978563,110449233,0,1985
11/1/85,30.981119,33.640057,30.981119,33.401051,12.889345,113903961,0,1985
12/1/85,33.401051,37.942162,32.893166,37.165394,14.461267,119713863,0,1985
1/1/86,36.986137,37.4044,34.177818,36.20937,14.089257,133437802,0,1986
2/1/86,36.298996,38.479923,35.850861,36.05999,14.031146,132321510,1,1986
3/1/86,35.940487,36.687382,34.536327,36.20937,14.18996,168976697,0,1986
4/1/86,36.298996,38.689053,35.223469,37.344646,14.634872,150130288,0,1986
5/1/86,37.284897,37.643402,33.998566,36.418499,14.271923,138761523,0,1986
6/1/86,36.508125,36.687382,34.446701,35.014339,13.82218,98637382,0,1986
7/1/86,35.014339,35.880737,31.040871,31.668261,12.501288,157453125,0,1986
8/1/86,31.698135,33.938816,30.891491,33.162045,13.09097,119665329,0,1986
9/1/86,33.191921,34.775333,31.817638,32.146271,12.797339,169585888,0,1986
10/1/86,32.235901,32.385277,28.620937,29.547085,11.76261,178273546,0,1986
11/1/86,29.636711,30.562859,28.501434,30.383604,12.095633,115321082,0,1986
12/1/86,30.234226,31.10062,28.680689,28.680689,11.518364,140259814,0,1986
1/1/87,28.919695,31.279877,27.664913,30.77199,12.358243,209974040,0,1987
2/1/87,30.652487,34.476578,30.592733,33.341301,13.390095,151586320,1,1987
3/1/87,33.341301,37.434273,32.893166,35.880737,14.528217,164414882,0,1987
4/1/87,35.611855,38.599426,34.088192,38.270794,15.495951,235555016,0,1987
5/1/87,38.240917,40.063335,37.045891,38.240917,15.483852,158025496,0,1987
6/1/87,38.479923,40.302341,37.284897,38.838432,15.830219,144640880,0,1987
7/1/87,38.928059,40.601097,38.031788,38.479923,15.684101,135813059,0,1987
8/1/87,38.121414,42.035133,37.882408,40.242592,16.402544,197781864,0,1987
9/1/87,40.302341,40.481598,35.492352,36.030113,14.787083,205911376,0,1987
10/1/87,36.149616,37.583652,23.900574,29.278202,12.016034,281521695,0,1987
11/1/87,28.919695,29.84584,26.29063,26.469885,10.863475,145437511,0,1987
12/1/87,26.888145,28.770315,25.095602,27.605164,11.433672,151557870,0,1987
1/1/88,27.963671,29.636711,25.961998,26.858271,11.124318,168808918,0,1988
2/1/88,26.947897,28.1728,25.543737,28.083174,11.631656,146373059,1,1988
3/1/88,28.1728,28.352055,24.916348,25.722992,10.76271,145776836,0,1988
4/1/88,25.693117,27.844168,25.244982,27.097275,11.337723,134590073,0,1988
5/1/88,27.157026,27.515535,25.693117,26.888145,11.250223,88020065,0,1988
6/1/88,27.007648,30.682362,26.708891,30.443356,12.862698,164296895,0,1988
7/1/88,30.532984,30.951242,28.680689,30.054972,12.698593,123514611,0,1988
8/1/88,30.114723,30.323853,26.380259,26.649139,11.259587,122257737,0,1988
9/1/88,26.559511,27.844168,26.171127,27.575287,11.753716,112250027,0,1988
10/1/88,27.515535,29.84584,26.947897,29.308079,12.492303,121625950,0,1988
11/1/88,29.36783,29.726337,27.276529,28.32218,12.072068,108412042,0,1988
12/1/88,28.292303,29.666588,28.11305,29.128824,12.528622,95586408,0,1988
1/1/89,29.128824,31.279877,28.830067,31.220123,13.428113,136718896,0,1989
2/1/89,31.010994,31.279877,28.830067,29.039198,12.490078,119658634,1,1989
3/1/89,29.188576,29.248327,25.722992,26.081501,11.31395,173174085,0,1989
4/1/89,26.111378,27.664913,25.39436,27.276529,11.832348,116661219,0,1989
5/1/89,27.007648,27.186901,25.693117,26.201004,11.365787,143379821,0,1989
6/1/89,26.171127,27.515535,25.693117,26.738768,11.726323,151590922,0,1989
7/1/89,26.888145,27.903919,26.44001,27.485661,12.053873,111036664,0,1989
8/1/89,27.605164,28.531309,26.888145,27.993547,12.276608,155272842,0,1989
9/1/89,27.933796,28.381931,25.752869,26.111378,11.574024,134225231,0,1989
10/1/89,26.141253,26.230881,23.36281,23.960325,10.620556,177850542,0,1989
11/1/89,23.960325,24.079828,22.944551,23.332935,10.342464,127937934,0,1989
12/1/89,23.332935,24.348709,22.317162,22.496414,10.093803,135569551,0,1989
1/1/90,22.645794,24.288958,22.586042,23.571941,10.57638,163578921,0,1990
2/1/90,23.571941,25.215105,23.303059,24.826721,11.139381,140005846,1,1990
3/1/90,24.796844,26.141253,24.707218,25.364485,11.52239,134221046,0,1990
4/1/90,25.125479,26.589388,25.095602,26.051624,11.834534,115173387,0,1990
5/1/90,26.171127,29.188576,25.782743,28.680689,13.028851,156106293,0,1990
6/1/90,28.800192,29.218451,27.784416,28.083174,12.900291,123442227,0,1990
7/1/90,28.083174,29.427582,26.410133,26.649139,12.241553,125712881,0,1990
8/1/90,26.738768,26.858271,23.064054,24.348709,11.184832,173195425,0,1990
9/1/90,24.13958,26.111378,24.079828,25.424234,11.811056,123242649,0,1990
10/1/90,25.603489,26.380259,23.004301,25.215105,11.713902,168569592,0,1990
11/1/90,25.185228,27.515535,25.065727,27.157026,12.616041,147399812,0,1990
12/1/90,27.366158,27.724665,26.44001,27.007648,12.688313,115651618,0,1990
1/1/91,26.977772,30.383604,25.215105,30.293978,14.232246,182970086,0,1991
2/1/91,30.234226,33.401051,30.025097,30.77199,14.456817,167953290,1,1991
3/1/91,30.652487,32.265774,26.529636,27.216778,12.909674,186445315,0,1991
4/1/91,27.216778,27.425907,24.408461,24.617592,11.676807,171573706,0,1991
5/1/91,24.498089,25.454111,24.020077,25.364485,12.03108,151031520,0,1991
6/1/91,25.334608,25.66324,23.093929,23.213432,11.140873,150469191,0,1991
7/1/91,23.332935,24.617592,22.854923,24.199331,11.614031,120820530,0,1991
8/1/91,24.13958,24.318834,21.988527,23.153681,11.112187,133342824,0,1991
9/1/91,23.36281,25.424234,23.332935,24.76697,12.030593,122561910,0,1991
10/1/91,24.76697,25.035851,23.123804,23.482313,11.406572,127522462,0,1991
11/1/91,23.51219,24.229206,22.078156,22.10803,10.739005,121651892,0,1991
12/1/91,21.779398,22.078156,19.95698,21.271511,10.461333,195371041,0,1991
1/1/92,21.271511,23.452438,21.241634,21.510515,10.578883,155472002,0,1992
2/1/92,21.510515,22.287285,20.703873,20.763622,10.211556,114557919,1,1992
3/1/92,20.763622,21.570269,19.867352,19.95698,9.946752,140382404,0,1992
4/1/92,19.95698,21.689772,19.508842,21.689772,10.810384,161236715,0,1992
5/1/92,21.809273,22.556166,21.540392,21.689772,10.810384,118213064,0,1992
6/1/92,21.630018,23.571941,21.092257,23.392687,11.812204,153107621,0,1992
7/1/92,23.392687,23.990202,22.078156,22.645794,11.435055,150195557,0,1992
8/1/92,22.586042,22.765297,20.315489,20.703873,10.454484,126859717,0,1992
9/1/92,20.703873,21.21176,19.120459,19.299713,9.875867,140461064,0,1992
10/1/92,19.359465,19.389339,15.535373,15.983509,8.178938,270542461,0,1992
11/1/92,16.013384,16.700525,14.549474,16.312141,8.347097,204717679,0,1992
12/1/92,16.342016,16.461519,11.65153,12.039914,6.272148,410813991,0,1992
1/1/93,12.368547,12.727055,10.964388,12.308795,6.412224,325500557,0,1993
2/1/93,12.428298,13.11544,11.65153,12.995937,6.77019,204840272,1,1993
3/1/93,13.085564,13.653203,11.920411,12.159417,6.402026,218766298,0,1993
4/1/93,12.308795,12.69718,11.322897,11.621654,6.11889,172479122,0,1993
5/1/93,11.741157,12.90631,11.263145,12.607553,6.637971,158242227,0,1993
6/1/93,12.727055,12.995937,11.591778,11.800908,6.281974,152634831,0,1993
7/1/93,11.86066,11.890535,9.829111,10.635755,5.661727,215674321,0,1993
8/1/93,10.60588,10.964388,9.709608,10.934512,5.820763,147186424,0,1993
9/1/93,10.934512,11.083891,9.858987,10.038241,5.373927,150326936,0,1993
10/1/93,10.068117,11.143642,10.068117,10.994264,5.885728,190530156,0,1993
11/1/93,10.994264,13.414197,10.934512,12.876434,6.893344,282699492,0,1993
12/1/93,13.085564,14.310468,12.607553,13.503824,7.264998,205967442,0,1993
1/1/94,13.593451,14.340344,13.085564,13.503824,7.264998,223920984,0,1994
2/1/94,13.593451,13.712954,12.428298,12.637428,6.798881,155670743,1,1994
3/1/94,12.637428,14.071463,12.27892,13.055688,7.055545,258291710,0,1994
4/1/94,12.667304,14.220841,12.27892,13.74283,7.426886,223415557,0,1994
5/1/94,13.74283,15.326243,13.444073,15.057361,8.137289,200651248,0,1994
6/1/94,15.057361,15.535373,13.892208,14.041587,7.621336,188104271,0,1994
7/1/94,14.101338,15.087237,13.025813,14.78848,8.026726,230346774,0,1994
8/1/94,14.78848,16.760277,14.698853,16.371893,8.886149,252614021,0,1994
9/1/94,15.983509,17.059034,15.923757,16.640774,9.068077,191148968,0,1994
10/1/94,16.581022,18.254063,16.10301,17.805927,9.703009,227622570,0,1994
11/1/94,17.776052,17.985182,16.25239,16.909657,9.214598,192438477,0,1994
12/1/94,16.87978,17.835802,16.461519,17.566921,9.605436,169485889,0,1994
1/1/95,17.566921,18.642447,16.790154,17.238289,9.42574,219658327,0,1995
2/1/95,17.29804,18.224188,17.268164,17.985182,9.834132,147221571,1,1995
3/1/95,17.955305,20.345364,17.955305,19.628345,10.768681,267551738,0,1995
4/1/95,19.658222,23.153681,19.658222,22.615917,12.407749,234062582,0,1995
5/1/95,22.436663,23.392687,21.869024,22.227533,12.194674,271908956,0,1995
6/1/95,22.347036,23.751196,21.122131,22.944551,12.62152,280051439,0,1995
7/1/95,23.004301,26.589388,22.884798,26.021749,14.314258,316594912,0,1995
8/1/95,26.081501,27.396032,23.571941,24.707218,13.591155,293325177,0,1995
9/1/95,24.557838,24.976099,21.898901,22.586042,12.452908,407069728,0,1995
10/1/95,22.705545,23.721319,21.301386,23.243307,12.815293,346342316,0,1995
11/1/95,23.243307,24.468212,22.227533,23.093929,12.732932,232858846,0,1995
12/1/95,23.183556,23.243307,20.972754,21.839149,12.071664,249290255,0,1995
1/1/96,21.839149,26.260756,19.867352,25.932121,14.334069,455848056,0,1996
2/1/96,25.991875,30.801865,25.842495,29.308079,16.200151,357205654,1,1996
3/1/96,29.069073,29.99522,25.722992,26.589388,14.729465,346664902,0,1996
4/1/96,26.798517,28.889818,24.707218,25.752869,14.266071,386413738,0,1996
5/1/96,25.752869,26.888145,24.76697,25.513863,14.133665,235853336,0,1996
6/1/96,25.424234,25.483988,22.974426,23.661568,13.151049,243032242,0,1996
7/1/96,23.721319,26.021749,21.301386,25.693117,14.280185,316166052,0,1996
8/1/96,25.81262,27.664913,25.633366,27.336281,15.193438,196578965,0,1996
9/1/96,27.0674,30.562859,26.903084,29.756214,16.591404,223075399,0,1996
10/1/96,29.636711,32.355404,29.427582,30.831739,17.191095,247707446,0,1996
11/1/96,30.801865,38.420174,30.383604,38.091537,21.238995,303094816,0,1996
12/1/96,38.151291,39.674953,35.193596,36.20937,20.243944,282734636,0,1996
1/1/97,36.747131,40.660851,34.65583,37.494026,20.962179,434346897,0,1997
